class_label,file_name,file_ext,width,height,aspect_ratio,pixels,file_size_kb,color_mode,blur_score,is_blur,is_low_res,is_selected
Kaca,R_3877.jpg,.jpg,183,275,0.6655,50325,3.88,RGB,768.6675974685162,False,False,True
Kaca,R_3878.jpg,.jpg,300,168,1.7857,50400,9.89,RGB,2687.47745502488,False,False,True
Kaca,R_3879.jpg,.jpg,314,161,1.9503,50554,12.06,RGB,6959.823179061663,False,False,True
Kaca,R_3880.jpg,.jpg,194,259,0.749,50246,5.03,RGB,325.2425665724635,False,False,True
Kaca,R_3881.jpg,.jpg,225,225,1.0,50625,4.59,RGB,2060.0492465900684,False,False,True
Kaca,R_3882.jpg,.jpg,225,225,1.0,50625,2.4,RGB,357.51181641471726,False,False,True
Kaca,R_3883.jpg,.jpg,261,193,1.3523,50373,6.02,RGB,2234.855782254314,False,False,True
Kaca,R_3884.jpg,.jpg,159,318,0.5,50562,8.7,RGB,2884.0841343301295,False,False,True
Kaca,R_3885.jpg,.jpg,225,225,1.0,50625,5.54,RGB,3945.6541431439355,False,False,True
Kaca,R_3886.jpg,.jpg,183,275,0.6655,50325,5.25,RGB,828.1092599737078,False,False,True
Kaca,R_3887.jpg,.jpg,225,225,1.0,50625,4.1,RGB,652.1092087181833,False,False,True
Kaca,R_3888.jpg,.jpg,300,168,1.7857,50400,7.94,RGB,933.0793307787699,False,False,True
Kaca,R_3889.jpg,.jpg,194,259,0.749,50246,3.56,RGB,169.11001842475045,False,False,True
Kaca,R_3890.jpg,.jpg,225,225,1.0,50625,3.32,RGB,1173.9572930015302,False,False,True
Kaca,R_3891.jpg,.jpg,225,225,1.0,50625,12.49,RGB,5814.1127564325925,False,False,True
Kaca,R_3892.jpg,.jpg,174,289,0.6021,50286,4.31,RGB,1052.5440877607361,False,False,True
Kaca,R_3893.jpg,.jpg,183,275,0.6655,50325,4.64,RGB,825.7172975559508,False,False,True
Kaca,R_3894.jpg,.jpg,183,275,0.6655,50325,4.38,RGB,1254.5112963981512,False,False,True
Kaca,R_3895.jpg,.jpg,225,225,1.0,50625,2.93,RGB,1093.013205118732,False,False,True
Kaca,R_3896.jpg,.jpg,190,266,0.7143,50540,3.02,RGB,584.9582308593897,False,False,True
Kaca,R_3897.jpg,.jpg,225,225,1.0,50625,4.73,RGB,1247.7430906697393,False,False,True
Kaca,R_3898.jpg,.jpg,259,194,1.3351,50246,5.85,RGB,1049.133144857247,False,False,True
Kaca,R_3899.jpg,.jpg,183,275,0.6655,50325,5.15,RGB,2241.563136604026,False,False,True
Kaca,R_3900.jpg,.jpg,225,225,1.0,50625,4.49,RGB,2502.8850847530803,False,False,True
Kaca,R_3901.jpg,.jpg,210,240,0.875,50400,1.98,RGB,242.18988095238095,False,False,True
Kaca,R_3902.jpg,.jpg,185,272,0.6801,50320,5.46,RGB,2432.8717187642173,False,False,True
Kaca,R_3903.jpg,.jpg,244,206,1.1845,50264,3.37,RGB,396.52211774916145,False,False,True
Kaca,R_3904.jpg,.jpg,225,225,1.0,50625,4.76,RGB,2526.0395435423625,False,False,True
Kaca,R_3905.jpg,.jpg,225,225,1.0,50625,9.6,RGB,3404.110278753703,False,False,True
Kaca,R_3906.jpg,.jpg,293,172,1.7035,50396,12.23,RGB,16092.04311050346,False,False,True
Kaca,R_3908.jpg,.jpg,226,223,1.0135,50398,8.64,RGB,2276.017186730669,False,False,True
Kaca,R_3909.jpg,.jpg,194,259,0.749,50246,2.55,RGB,870.8416192333718,False,False,True
Kaca,R_3910.jpg,.jpg,275,183,1.5027,50325,6.57,RGB,943.2953399525045,False,False,True
Kaca,R_3911.jpg,.jpg,295,171,1.7251,50445,6.61,RGB,2255.9197306666674,False,False,True
Kaca,R_3912.jpg,.jpg,273,185,1.4757,50505,10.28,RGB,1942.7672740521211,False,False,True
Kaca,R_3913.jpg,.jpg,267,189,1.4127,50463,2.67,RGB,1132.9425262112077,False,False,True
Kaca,R_3914.jpg,.jpg,246,205,1.2,50430,3.81,P,2530.869167767157,False,False,True
Kaca,R_3915.jpg,.jpg,224,225,0.9956,50400,9.34,RGB,3731.1703509822214,False,False,True
Kaca,R_3916.jpg,.jpg,259,194,1.3351,50246,3.79,RGB,1275.2120969507016,False,False,True
Kaca,R_3917.jpg,.jpg,265,190,1.3947,50350,1.97,RGB,535.1107845084409,False,False,True
Kaca,R_3918.jpg,.jpg,225,225,1.0,50625,2.57,RGB,637.1864493827161,False,False,True
Kaca,R_3919.jpg,.jpg,259,194,1.3351,50246,3.31,RGB,1537.760118097795,False,False,True
Kaca,R_3920.jpg,.jpg,219,230,0.9522,50370,14.69,RGB,6514.247367897649,False,False,True
Kaca,R_3921.jpg,.jpg,287,176,1.6307,50512,3.62,RGB,921.4047155696305,False,False,True
Kaca,R_3922.jpg,.jpg,210,240,0.875,50400,1.96,RGB,259.50638888888886,False,False,True
Kaca,R_3923.jpg,.jpg,225,225,1.0,50625,7.39,RGB,2502.8318024691357,False,False,True
Kaca,R_3924.jpg,.jpg,225,225,1.0,50625,8.55,RGB,4034.5340739408257,False,False,True
Kaca,R_3925.jpg,.jpg,259,194,1.3351,50246,6.74,RGB,1270.8586156111928,False,False,True
Kaca,R_3926.jpg,.jpg,183,275,0.6655,50325,6.79,RGB,738.7129532257908,False,False,True
Kaca,R_3927.jpg,.jpg,183,275,0.6655,50325,2.96,RGB,416.6390428576893,False,False,True
Kaca,R_3928.jpg,.jpg,225,225,1.0,50625,6.83,RGB,2038.5938368649659,False,False,True
Kaca,R_3929.jpg,.jpg,300,168,1.7857,50400,3.29,RGB,360.9063682504251,False,False,True
Kaca,R_3930.jpg,.jpg,286,176,1.625,50336,7.41,RGB,4451.282859179953,False,False,True
Kaca,R_3931.jpg,.jpg,275,183,1.5027,50325,5.87,RGB,4173.397991806956,False,False,True
Kaca,R_3932.jpg,.jpg,92,212,0.434,19504,2.57,RGB,905.5306086615622,False,True,False
Kaca,R_3933.jpg,.jpg,275,183,1.5027,50325,1.81,RGB,344.8217784401391,False,False,True
Kaca,R_3934.jpg,.jpg,205,246,0.8333,50430,2.17,P,2299.451754907793,False,False,True
Kaca,R_3935.jpg,.jpg,225,225,1.0,50625,8.06,RGB,3292.0421299289737,False,False,True
Kaca,R_3936.jpg,.jpg,225,225,1.0,50625,6.44,RGB,2034.6149135802468,False,False,True
Kaca,R_3937.jpg,.jpg,159,318,0.5,50562,6.23,RGB,2369.136742744161,False,False,True
Kaca,R_3939.jpg,.jpg,225,225,1.0,50625,5.94,RGB,1083.354230786185,False,False,True
Kaca,R_3940.jpg,.jpg,195,259,0.7529,50505,3.26,RGB,1286.763567963568,False,False,True
Kaca,R_3941.jpg,.jpg,294,171,1.7193,50274,16.36,RGB,4487.356823500878,False,False,True
Kaca,R_3942.jpg,.jpg,225,225,1.0,50625,10.14,RGB,5267.356018747776,False,False,True
Kaca,R_3943.jpg,.jpg,194,259,0.749,50246,5.0,RGB,1073.9823269260492,False,False,True
Kaca,R_3944.jpg,.jpg,75,258,0.2907,19350,2.69,RGB,2025.2405491790691,False,True,False
Kaca,R_3945.jpg,.jpg,224,224,1.0,50176,4.66,RGB,346.37525908443547,False,False,True
Kaca,R_3946.jpg,.jpg,225,225,1.0,50625,3.88,RGB,975.89500718549,False,False,True
Kaca,R_3947.jpg,.jpg,225,225,1.0,50625,2.27,P,238.39624691358026,False,False,True
Kaca,R_3948.jpg,.jpg,161,314,0.5127,50554,5.76,RGB,1647.63247194343,False,False,True
Kaca,R_3949.jpg,.jpg,210,240,0.875,50400,3.51,RGB,2112.732420609725,False,False,True
Kaca,R_3950.jpg,.jpg,183,276,0.663,50508,3.11,RGB,378.3271162314085,False,False,True
Kaca,R_3951.jpg,.jpg,225,225,1.0,50625,5.56,RGB,1521.2709711909772,False,False,True
Kaca,R_3952.jpg,.jpg,74,264,0.2803,19536,5.59,RGB,11179.89521891503,False,True,False
Kaca,R_3953.jpg,.jpg,225,225,1.0,50625,5.95,RGB,1270.2636717265295,False,False,True
Kaca,R_3954.jpg,.jpg,194,259,0.749,50246,4.28,RGB,564.5628660202012,False,False,True
Kaca,R_3955.jpg,.jpg,225,225,1.0,50625,9.65,RGB,5602.733785631606,False,False,True
Kaca,R_3957.jpg,.jpg,327,154,2.1234,50358,13.12,RGB,3136.709877277107,False,False,True
Kaca,R_3958.jpg,.jpg,74,264,0.2803,19536,4.54,RGB,3272.183978306435,False,True,False
Kaca,R_3959.jpg,.jpg,93,210,0.4429,19530,2.32,RGB,451.296927737835,False,True,False
Kaca,R_3960.jpg,.jpg,194,259,0.749,50246,5.87,RGB,2569.0068264136466,False,False,True
Kaca,R_3961.jpg,.jpg,202,250,0.808,50500,7.83,RGB,2297.319030571905,False,False,True
Kaca,R_3962.jpg,.jpg,225,225,1.0,50625,9.37,RGB,2868.293939966322,False,False,True
Kaca,R_3963.jpg,.jpg,225,225,1.0,50625,7.04,P,4585.704019753087,False,False,True
Kaca,R_3964.jpg,.jpg,225,225,1.0,50625,2.82,RGB,333.41309033661935,False,False,True
Kaca,R_3966.jpg,.jpg,200,200,1.0,40000,1.49,P,2008.2664,False,False,True
Kaca,R_3967.jpg,.jpg,219,230,0.9522,50370,8.75,RGB,6918.159054542542,False,False,True
Kaca,R_3968.jpg,.jpg,254,198,1.2828,50292,7.22,RGB,1295.0373227873279,False,False,True
Kaca,R_3969.jpg,.jpg,194,259,0.749,50246,7.11,RGB,890.8549607752492,False,False,True
Kaca,R_3970.jpg,.jpg,259,194,1.3351,50246,7.28,RGB,2586.4611682436594,False,False,True
Kaca,R_3971.jpg,.jpg,201,251,0.8008,50451,6.55,RGB,2000.4368841842443,False,False,True
Kaca,R_3972.jpg,.jpg,168,299,0.5619,50232,4.25,RGB,456.4329663058899,False,False,True
Kaca,R_3973.jpg,.jpg,194,259,0.749,50246,2.93,RGB,707.3060725432601,False,False,True
Kaca,R_3974.jpg,.jpg,225,225,1.0,50625,4.74,RGB,2262.987117897004,False,False,True
Kaca,R_3975.jpg,.jpg,70,277,0.2527,19390,2.79,RGB,1953.431873697543,False,True,False
Kaca,R_3976.jpg,.jpg,225,225,1.0,50625,4.95,RGB,2456.751856387161,False,False,True
Kaca,R_3977.jpg,.jpg,210,240,0.875,50400,3.66,RGB,811.5515873000124,False,False,True
Kaca,R_3978.jpg,.jpg,225,225,1.0,50625,6.62,RGB,3333.738622439262,False,False,True
Kaca,R_3979.jpg,.jpg,194,259,0.749,50246,9.4,RGB,4388.202420404946,False,False,True
Kaca,R_3980.jpg,.jpg,168,301,0.5581,50568,10.11,RGB,2761.192313261157,False,False,True
Kaca,R_3981.jpg,.jpg,225,225,1.0,50625,4.93,RGB,2540.219412068746,False,False,True
Kaca,R_3982.jpg,.jpg,270,186,1.4516,50220,10.89,RGB,4515.802897558985,False,False,True
Kaca,R_3983.jpg,.jpg,225,225,1.0,50625,3.49,RGB,324.75941395041,False,False,True
Kaca,R_3984.jpg,.jpg,225,225,1.0,50625,4.01,RGB,598.6643125279684,False,False,True
Kaca,R_3985.jpg,.jpg,225,225,1.0,50625,5.65,RGB,2525.3928296296294,False,False,True
Kaca,R_3986.jpg,.jpg,220,229,0.9607,50380,7.96,RGB,4461.618806134119,False,False,True
Kaca,R_3987.jpg,.jpg,225,225,1.0,50625,9.86,RGB,4547.512719227337,False,False,True
Kaca,R_3988.jpg,.jpg,225,225,1.0,50625,7.16,RGB,2280.338758437653,False,False,True
Kaca,R_3989.jpg,.jpg,275,183,1.5027,50325,11.14,RGB,4398.115361466907,False,False,True
Kaca,R_3990.jpg,.jpg,202,249,0.8112,50298,3.89,RGB,582.5675372489613,False,False,True
Kaca,R_3991.jpg,.jpg,224,224,1.0,50176,8.86,RGB,4784.05466669274,False,False,True
Kaca,R_3992.jpg,.jpg,194,259,0.749,50246,2.89,RGB,511.49203895776384,False,False,True
Kaca,R_3993.jpg,.jpg,162,311,0.5209,50382,5.87,RGB,1805.8781283291314,False,False,True
Kaca,R_3994.jpg,.jpg,225,225,1.0,50625,4.47,RGB,1929.4068915734554,False,False,True
Kaca,R_3995.jpg,.jpg,80,243,0.3292,19440,2.47,RGB,729.0571599831285,False,True,False
Kaca,R_3996.jpg,.jpg,159,318,0.5,50562,10.23,RGB,3281.7550334243106,False,False,True
Kaca,R_3997.jpg,.jpg,225,225,1.0,50625,3.17,RGB,281.21195152992533,False,False,True
Kaca,R_3998.jpg,.jpg,225,225,1.0,50625,3.57,RGB,1041.7513075041975,False,False,True
Kaca,R_3999.jpg,.jpg,204,248,0.8226,50592,7.09,RGB,4454.782474767803,False,False,True
Kaca,R_4000.jpg,.jpg,294,172,1.7093,50568,7.86,RGB,1703.6302593891564,False,False,True
Kaca,R_4001.jpg,.jpg,225,225,1.0,50625,5.86,RGB,1160.6918299972322,False,False,True
Kaca,R_4003.jpg,.jpg,284,177,1.6045,50268,10.21,RGB,3016.521484841251,False,False,True
Kaca,R_4007.jpg,.jpg,159,318,0.5,50562,1.51,P,1133.0097318465903,False,False,True
Kaca,R_4008.jpg,.jpg,280,180,1.5556,50400,8.28,RGB,1745.0709897923753,False,False,True
Kaca,R_4009.jpg,.jpg,225,225,1.0,50625,11.03,RGB,5719.286820921592,False,False,True
Kaca,R_4010.jpg,.jpg,259,194,1.3351,50246,5.53,RGB,1250.23884487961,False,False,True
Kaca,R_4011.jpg,.jpg,225,225,1.0,50625,6.71,RGB,2003.7651094985767,False,False,True
Kaca,R_4012.jpg,.jpg,194,259,0.749,50246,6.22,RGB,715.6819326563271,False,False,True
Kaca,R_4013.jpg,.jpg,246,205,1.2,50430,4.81,RGB,1087.2724483618947,False,False,True
Kaca,R_4014.jpg,.jpg,225,225,1.0,50625,4.84,RGB,2836.2134912581373,False,False,True
Kaca,R_4015.jpg,.jpg,225,225,1.0,50625,1.97,P,2439.951803036464,False,False,True
Kaca,R_4016.jpg,.jpg,225,225,1.0,50625,2.94,P,443.0393679012346,False,False,True
Kaca,R_4017.jpg,.jpg,240,210,1.1429,50400,10.85,RGB,6307.578791316689,False,False,True
Kaca,R_4018.jpg,.jpg,250,201,1.2438,50250,7.52,RGB,4632.697592039801,False,False,True
Kaca,R_4019.jpg,.jpg,225,225,1.0,50625,3.48,RGB,850.4378353703643,False,False,True
Kaca,R_4020.jpg,.jpg,232,217,1.0691,50344,11.0,RGB,6480.394730612436,False,False,True
Kaca,R_4021.jpg,.jpg,225,225,1.0,50625,5.41,RGB,968.8157966616308,False,False,True
Kaca,R_4022.jpg,.jpg,275,183,1.5027,50325,2.8,RGB,621.4499633846466,False,False,True
Kaca,R_4023.jpg,.jpg,225,225,1.0,50625,3.95,RGB,2058.835417196159,False,False,True
Kaca,R_4024.jpg,.jpg,225,225,1.0,50625,5.31,RGB,1536.183031998878,False,False,True
Kaca,R_4025.jpg,.jpg,194,259,0.749,50246,8.29,RGB,1675.0109595253793,False,False,True
Kaca,R_4026.jpg,.jpg,259,194,1.3351,50246,9.32,RGB,3148.415933340085,False,False,True
Kaca,R_4027.jpg,.jpg,202,250,0.808,50500,12.16,RGB,4992.496443201647,False,False,True
Kaca,R_4028.jpg,.jpg,190,266,0.7143,50540,9.29,RGB,2925.0358132172537,False,False,True
Kaca,R_4029.jpg,.jpg,256,197,1.2995,50432,10.68,RGB,6225.7681550172365,False,False,True
Kaca,R_4030.jpg,.jpg,225,225,1.0,50625,3.02,RGB,698.2222617143484,False,False,True
Kaca,R_4031.jpg,.jpg,198,254,0.7795,50292,4.03,RGB,1098.2118604977568,False,False,True
Kaca,R_4032.jpg,.jpg,183,276,0.663,50508,5.86,RGB,3887.896820288133,False,False,True
Kaca,R_4033.jpg,.jpg,91,214,0.4252,19474,2.77,RGB,1681.8937010090235,False,True,False
Kaca,R_4034.jpg,.jpg,183,276,0.663,50508,5.37,RGB,2009.4131928605916,False,False,True
Kaca,R_4035.jpg,.jpg,225,225,1.0,50625,10.63,RGB,3927.2616336188753,False,False,True
Kaca,R_4036.jpg,.jpg,222,227,0.978,50394,13.53,RGB,4276.050567648689,False,False,True
Kaca,R_4037.jpg,.jpg,275,183,1.5027,50325,14.01,RGB,3283.229538570578,False,False,True
Kaca,R_4038.jpg,.jpg,73,264,0.2765,19272,4.7,RGB,11366.150275852575,False,True,False
Kaca,R_4039.jpg,.jpg,194,259,0.749,50246,3.12,RGB,187.53070839881588,False,False,True
Kaca,R_4040.jpg,.jpg,225,225,1.0,50625,18.14,RGB,3950.043733776583,False,False,True
Kaca,R_4041.jpg,.jpg,268,188,1.4255,50384,10.4,RGB,1700.9717546911206,False,False,True
Kaca,R_4042.jpg,.jpg,201,250,0.804,50250,3.38,RGB,752.2246168833444,False,False,True
Kaca,R_4043.jpg,.jpg,225,225,1.0,50625,3.7,RGB,995.6225154493279,False,False,True
Kaca,R_4044.jpg,.jpg,190,266,0.7143,50540,7.41,RGB,2535.3302730447845,False,False,True
Kaca,R_4045.jpg,.jpg,217,232,0.9353,50344,6.26,RGB,2534.3657238201176,False,False,True
Kaca,R_4047.jpg,.jpg,246,205,1.2,50430,16.5,RGB,11468.88261390668,False,False,True
Kaca,R_4048.jpg,.jpg,268,188,1.4255,50384,10.26,RGB,3121.9068295645047,False,False,True
Kaca,R_4049.jpg,.jpg,180,195,0.9231,35100,3.4,RGB,6524.422735042735,False,False,True
Kaca,R_4050.jpg,.jpg,184,275,0.6691,50600,3.78,RGB,652.5058892890062,False,False,True
Kaca,R_4051.jpg,.jpg,259,194,1.3351,50246,9.54,RGB,3865.7219669993046,False,False,True
Kaca,R_4052.jpg,.jpg,225,225,1.0,50625,6.55,RGB,2192.7019177222983,False,False,True
Kaca,R_4053.jpg,.jpg,225,225,1.0,50625,2.48,RGB,583.8032748728792,False,False,True
Kaca,R_4054.jpg,.jpg,183,275,0.6655,50325,6.46,RGB,1908.24629905574,False,False,True
Kaca,R_4055.jpg,.jpg,91,215,0.4233,19565,4.5,RGB,2316.236544181723,False,True,False
Kaca,R_4056.jpg,.jpg,265,190,1.3947,50350,4.45,RGB,1065.3080834160874,False,False,True
Kaca,R_4057.jpg,.jpg,199,253,0.7866,50347,6.61,RGB,1105.7910455107117,False,False,True
Kaca,R_4058.jpg,.jpg,256,197,1.2995,50432,10.42,RGB,3359.782097493645,False,False,True
Kaca,R_4059.jpg,.jpg,201,251,0.8008,50451,5.4,RGB,3181.2418386156864,False,False,True
Kaca,R_4060.jpg,.jpg,193,262,0.7366,50566,3.33,RGB,442.37626063625424,False,False,True
Kaca,R_4061.jpg,.jpg,235,215,1.093,50525,5.52,RGB,1939.7164571743358,False,False,True
Kaca,R_4062.jpg,.jpg,208,242,0.8595,50336,8.27,RGB,2440.045453307745,False,False,True
Kaca,R_4063.jpg,.jpg,225,225,1.0,50625,3.69,RGB,909.5205413044108,False,False,True
Kaca,R_4064.jpg,.jpg,200,200,1.0,40000,1.35,P,1888.0307,False,False,True
Kaca,R_4066.jpg,.jpg,220,230,0.9565,50600,4.52,RGB,1104.3125726007281,False,False,True
Kaca,R_4067.jpg,.jpg,225,225,1.0,50625,4.4,RGB,1765.041461728395,False,False,True
Kaca,R_4068.jpg,.jpg,194,259,0.749,50246,3.21,RGB,185.2318362351257,False,False,True
Kaca,R_4069.jpg,.jpg,183,275,0.6655,50325,4.22,RGB,1896.6500955686697,False,False,True
Kaca,R_4070.jpg,.jpg,181,278,0.6511,50318,11.98,RGB,7518.382671161925,False,False,True
Kaca,R_4071.jpg,.jpg,308,163,1.8896,50204,4.91,RGB,1849.4433987329464,False,False,True
Kaca,R_4072.jpg,.jpg,300,168,1.7857,50400,8.34,RGB,4474.874788051147,False,False,True
Kaca,R_4073.jpg,.jpg,160,314,0.5096,50240,7.02,RGB,1618.627941983178,False,False,True
Kaca,R_4074.jpg,.jpg,72,269,0.2677,19368,4.11,RGB,2131.579202638144,False,True,False
Kaca,R_4075.jpg,.jpg,310,163,1.9018,50530,2.72,RGB,775.7534844869596,False,False,True
Kaca,R_4076.jpg,.jpg,183,275,0.6655,50325,8.94,RGB,1541.9690362789906,False,False,True
Kaca,R_4077.jpg,.jpg,343,147,2.3333,50421,9.28,RGB,4764.336180553489,False,True,False
Kaca,R_4078.jpg,.jpg,184,274,0.6715,50416,3.77,RGB,1400.1817209584901,False,False,True
Kaca,R_4079.jpg,.jpg,194,259,0.749,50246,5.95,RGB,2284.779305767461,False,False,True
Kaca,R_4080.jpg,.jpg,222,227,0.978,50394,8.26,RGB,3098.2475690983556,False,False,True
Kaca,R_4081.jpg,.jpg,327,154,2.1234,50358,7.3,RGB,1247.5878507038024,False,False,True
Kaca,R_4082.jpg,.jpg,254,198,1.2828,50292,12.58,RGB,2768.788430337765,False,False,True
Kaca,R_4083.jpg,.jpg,194,259,0.749,50246,11.59,RGB,14167.196583401554,False,False,True
Kaca,R_4084.jpg,.jpg,190,266,0.7143,50540,11.79,RGB,7104.323624851602,False,False,True
Kaca,R_4086.jpg,.jpg,225,225,1.0,50625,6.83,RGB,3192.0515668771473,False,False,True
Kaca,R_4087.jpg,.jpg,253,199,1.2714,50347,12.72,RGB,9509.817449174561,False,False,True
Kaca,R_4088.jpg,.jpg,275,183,1.5027,50325,6.5,RGB,380.01518811836326,False,False,True
Kaca,R_4091.jpg,.jpg,210,241,0.8714,50610,7.4,RGB,2900.049885609748,False,False,True
Kaca,R_4092.jpg,.jpg,225,225,1.0,50625,2.17,P,1556.0767829294316,False,False,True
Kaca,R_4094.jpg,.jpg,259,194,1.3351,50246,3.94,RGB,402.8171724090922,False,False,True
Kaca,R_4095.jpg,.jpg,199,253,0.7866,50347,4.68,RGB,644.7853254616903,False,False,True
Kaca,R_4096.jpg,.jpg,85,228,0.3728,19380,3.51,RGB,640.504739398122,False,True,False
Kaca,R_4097.jpg,.jpg,225,225,1.0,50625,4.51,RGB,647.5618354388416,False,False,True
Kaca,R_4098.jpg,.jpg,202,249,0.8112,50298,3.57,RGB,1150.7814624835978,False,False,True
Kaca,R_4100.jpg,.jpg,259,194,1.3351,50246,10.98,RGB,3895.896500395858,False,False,True
Kaca,R_4101.jpg,.jpg,225,225,1.0,50625,6.58,RGB,2385.8662910735798,False,False,True
Kaca,R_4102.jpg,.jpg,225,225,1.0,50625,11.36,RGB,2205.082507418357,False,False,True
Kaca,R_4103.jpg,.jpg,83,233,0.3562,19339,3.78,RGB,3203.9965711321993,False,True,False
Kaca,R_4104.jpg,.jpg,80,244,0.3279,19520,4.47,RGB,5918.893185318022,False,True,False
Kaca,R_4105.jpg,.jpg,92,211,0.436,19412,2.81,RGB,1796.6783432928087,False,True,False
Kaca,R_4106.jpg,.jpg,183,275,0.6655,50325,4.04,RGB,555.4570491803279,False,False,True
Kaca,R_4107.jpg,.jpg,259,194,1.3351,50246,9.36,RGB,2255.8905382825733,False,False,True
Kaca,R_4108.jpg,.jpg,183,275,0.6655,50325,7.61,RGB,1357.7079797609626,False,False,True
Kaca,R_4109.jpg,.jpg,225,225,1.0,50625,3.96,RGB,990.2046923379727,False,False,True
Kaca,R_4110.jpg,.jpg,290,174,1.6667,50460,9.66,RGB,5987.278518786105,False,False,True
Kaca,R_4111.jpg,.jpg,225,225,1.0,50625,8.85,RGB,4323.683689750124,False,False,True
Kaca,R_4112.jpg,.jpg,200,252,0.7937,50400,8.32,RGB,3243.8732373330813,False,False,True
Kaca,R_4113.jpg,.jpg,199,253,0.7866,50347,3.61,RGB,737.3440912026363,False,False,True
Kaca,R_4114.jpg,.jpg,259,194,1.3351,50246,7.51,RGB,1193.1435967927973,False,False,True
Kaca,R_4115.jpg,.jpg,183,276,0.663,50508,8.47,RGB,4645.892867514128,False,False,True
Kaca,R_4116.jpg,.jpg,308,163,1.8896,50204,3.5,RGB,985.9282499845059,False,False,True
Kaca,R_4117.jpg,.jpg,187,270,0.6926,50490,6.49,RGB,2488.164765280838,False,False,True
Kaca,R_4118.jpg,.jpg,194,259,0.749,50246,3.41,RGB,1050.450224893524,False,False,True
Kaca,R_4119.jpg,.jpg,259,194,1.3351,50246,7.95,RGB,1051.0385571142667,False,False,True
Kaca,R_4121.jpg,.jpg,225,225,1.0,50625,5.02,RGB,879.1346571397287,False,False,True
Kaca,R_4122.jpg,.jpg,264,191,1.3822,50424,7.61,RGB,2259.217486318903,False,False,True
Kaca,R_4123.jpg,.jpg,225,225,1.0,50625,3.63,RGB,238.7281804872184,False,False,True
Kaca,R_4124.jpg,.jpg,194,259,0.749,50246,8.12,RGB,1722.9149032918924,False,False,True
Kaca,R_4125.jpg,.jpg,275,183,1.5027,50325,5.45,RGB,814.9114891087713,False,False,True
Kaca,R_4126.jpg,.jpg,197,256,0.7695,50432,11.4,RGB,5431.5146401458005,False,False,True
Kaca,R_4127.jpg,.jpg,460,109,4.2202,50140,11.11,RGB,5770.944295636757,False,True,False
Kaca,R_4128.jpg,.jpg,164,307,0.5342,50348,8.25,RGB,3152.199769603559,False,False,True
