file_path,class_label,file_name,file_ext,width,height,aspect_ratio,pixels,file_size_kb,color_mode
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3885.jpg,Kaca,R_3885.jpg,.jpg,225,225,1.0,50625,5.54,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3886.jpg,Kaca,R_3886.jpg,.jpg,183,275,0.6655,50325,5.25,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3887.jpg,Kaca,R_3887.jpg,.jpg,225,225,1.0,50625,4.1,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3888.jpg,Kaca,R_3888.jpg,.jpg,300,168,1.7857,50400,7.94,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3889.jpg,Kaca,R_3889.jpg,.jpg,194,259,0.749,50246,3.56,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3890.jpg,Kaca,R_3890.jpg,.jpg,225,225,1.0,50625,3.32,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3891.jpg,Kaca,R_3891.jpg,.jpg,225,225,1.0,50625,12.49,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3892.jpg,Kaca,R_3892.jpg,.jpg,174,289,0.6021,50286,4.31,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3893.jpg,Kaca,R_3893.jpg,.jpg,183,275,0.6655,50325,4.64,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3894.jpg,Kaca,R_3894.jpg,.jpg,183,275,0.6655,50325,4.38,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3895.jpg,Kaca,R_3895.jpg,.jpg,225,225,1.0,50625,2.93,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3896.jpg,Kaca,R_3896.jpg,.jpg,190,266,0.7143,50540,3.02,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3897.jpg,Kaca,R_3897.jpg,.jpg,225,225,1.0,50625,4.73,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3898.jpg,Kaca,R_3898.jpg,.jpg,259,194,1.3351,50246,5.85,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3899.jpg,Kaca,R_3899.jpg,.jpg,183,275,0.6655,50325,5.15,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3900.jpg,Kaca,R_3900.jpg,.jpg,225,225,1.0,50625,4.49,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3901.jpg,Kaca,R_3901.jpg,.jpg,210,240,0.875,50400,1.98,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3902.jpg,Kaca,R_3902.jpg,.jpg,185,272,0.6801,50320,5.46,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3903.jpg,Kaca,R_3903.jpg,.jpg,244,206,1.1845,50264,3.37,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3904.jpg,Kaca,R_3904.jpg,.jpg,225,225,1.0,50625,4.76,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3905.jpg,Kaca,R_3905.jpg,.jpg,225,225,1.0,50625,9.6,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3906.jpg,Kaca,R_3906.jpg,.jpg,293,172,1.7035,50396,12.23,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3908.jpg,Kaca,R_3908.jpg,.jpg,226,223,1.0135,50398,8.64,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3909.jpg,Kaca,R_3909.jpg,.jpg,194,259,0.749,50246,2.55,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3910.jpg,Kaca,R_3910.jpg,.jpg,275,183,1.5027,50325,6.57,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3911.jpg,Kaca,R_3911.jpg,.jpg,295,171,1.7251,50445,6.61,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3912.jpg,Kaca,R_3912.jpg,.jpg,273,185,1.4757,50505,10.28,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3913.jpg,Kaca,R_3913.jpg,.jpg,267,189,1.4127,50463,2.67,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3914.jpg,Kaca,R_3914.jpg,.jpg,246,205,1.2,50430,3.81,P
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3915.jpg,Kaca,R_3915.jpg,.jpg,224,225,0.9956,50400,9.34,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3916.jpg,Kaca,R_3916.jpg,.jpg,259,194,1.3351,50246,3.79,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3917.jpg,Kaca,R_3917.jpg,.jpg,265,190,1.3947,50350,1.97,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3918.jpg,Kaca,R_3918.jpg,.jpg,225,225,1.0,50625,2.57,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3919.jpg,Kaca,R_3919.jpg,.jpg,259,194,1.3351,50246,3.31,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3920.jpg,Kaca,R_3920.jpg,.jpg,219,230,0.9522,50370,14.69,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3921.jpg,Kaca,R_3921.jpg,.jpg,287,176,1.6307,50512,3.62,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3922.jpg,Kaca,R_3922.jpg,.jpg,210,240,0.875,50400,1.96,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3923.jpg,Kaca,R_3923.jpg,.jpg,225,225,1.0,50625,7.39,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3924.jpg,Kaca,R_3924.jpg,.jpg,225,225,1.0,50625,8.55,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3925.jpg,Kaca,R_3925.jpg,.jpg,259,194,1.3351,50246,6.74,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3926.jpg,Kaca,R_3926.jpg,.jpg,183,275,0.6655,50325,6.79,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3927.jpg,Kaca,R_3927.jpg,.jpg,183,275,0.6655,50325,2.96,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3928.jpg,Kaca,R_3928.jpg,.jpg,225,225,1.0,50625,6.83,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3929.jpg,Kaca,R_3929.jpg,.jpg,300,168,1.7857,50400,3.29,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3930.jpg,Kaca,R_3930.jpg,.jpg,286,176,1.625,50336,7.41,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3931.jpg,Kaca,R_3931.jpg,.jpg,275,183,1.5027,50325,5.87,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3932.jpg,Kaca,R_3932.jpg,.jpg,92,212,0.434,19504,2.57,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3933.jpg,Kaca,R_3933.jpg,.jpg,275,183,1.5027,50325,1.81,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3934.jpg,Kaca,R_3934.jpg,.jpg,205,246,0.8333,50430,2.17,P
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3935.jpg,Kaca,R_3935.jpg,.jpg,225,225,1.0,50625,8.06,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3936.jpg,Kaca,R_3936.jpg,.jpg,225,225,1.0,50625,6.44,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3937.jpg,Kaca,R_3937.jpg,.jpg,159,318,0.5,50562,6.23,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3939.jpg,Kaca,R_3939.jpg,.jpg,225,225,1.0,50625,5.94,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3940.jpg,Kaca,R_3940.jpg,.jpg,195,259,0.7529,50505,3.26,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3941.jpg,Kaca,R_3941.jpg,.jpg,294,171,1.7193,50274,16.36,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3942.jpg,Kaca,R_3942.jpg,.jpg,225,225,1.0,50625,10.14,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3943.jpg,Kaca,R_3943.jpg,.jpg,194,259,0.749,50246,5.0,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3944.jpg,Kaca,R_3944.jpg,.jpg,75,258,0.2907,19350,2.69,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3945.jpg,Kaca,R_3945.jpg,.jpg,224,224,1.0,50176,4.66,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3946.jpg,Kaca,R_3946.jpg,.jpg,225,225,1.0,50625,3.88,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3947.jpg,Kaca,R_3947.jpg,.jpg,225,225,1.0,50625,2.27,P
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3948.jpg,Kaca,R_3948.jpg,.jpg,161,314,0.5127,50554,5.76,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3949.jpg,Kaca,R_3949.jpg,.jpg,210,240,0.875,50400,3.51,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3950.jpg,Kaca,R_3950.jpg,.jpg,183,276,0.663,50508,3.11,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3951.jpg,Kaca,R_3951.jpg,.jpg,225,225,1.0,50625,5.56,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3952.jpg,Kaca,R_3952.jpg,.jpg,74,264,0.2803,19536,5.59,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3953.jpg,Kaca,R_3953.jpg,.jpg,225,225,1.0,50625,5.95,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3954.jpg,Kaca,R_3954.jpg,.jpg,194,259,0.749,50246,4.28,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3955.jpg,Kaca,R_3955.jpg,.jpg,225,225,1.0,50625,9.65,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3957.jpg,Kaca,R_3957.jpg,.jpg,327,154,2.1234,50358,13.12,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3958.jpg,Kaca,R_3958.jpg,.jpg,74,264,0.2803,19536,4.54,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3959.jpg,Kaca,R_3959.jpg,.jpg,93,210,0.4429,19530,2.32,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3960.jpg,Kaca,R_3960.jpg,.jpg,194,259,0.749,50246,5.87,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3961.jpg,Kaca,R_3961.jpg,.jpg,202,250,0.808,50500,7.83,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3962.jpg,Kaca,R_3962.jpg,.jpg,225,225,1.0,50625,9.37,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3963.jpg,Kaca,R_3963.jpg,.jpg,225,225,1.0,50625,7.04,P
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3964.jpg,Kaca,R_3964.jpg,.jpg,225,225,1.0,50625,2.82,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3966.jpg,Kaca,R_3966.jpg,.jpg,200,200,1.0,40000,1.49,P
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3967.jpg,Kaca,R_3967.jpg,.jpg,219,230,0.9522,50370,8.75,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3968.jpg,Kaca,R_3968.jpg,.jpg,254,198,1.2828,50292,7.22,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3969.jpg,Kaca,R_3969.jpg,.jpg,194,259,0.749,50246,7.11,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3970.jpg,Kaca,R_3970.jpg,.jpg,259,194,1.3351,50246,7.28,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3971.jpg,Kaca,R_3971.jpg,.jpg,201,251,0.8008,50451,6.55,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3972.jpg,Kaca,R_3972.jpg,.jpg,168,299,0.5619,50232,4.25,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3973.jpg,Kaca,R_3973.jpg,.jpg,194,259,0.749,50246,2.93,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3974.jpg,Kaca,R_3974.jpg,.jpg,225,225,1.0,50625,4.74,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kaca\R_3975.jpg,Kaca,R_3975.jpg,.jpg,70,277,0.2527,19390,2.79,RGB
